accuracy,loss,val_accuracy,val_loss,learning_rate
0.375,1.5682395696640015,0.47058823704719543,1.009008765220642,0.0003000000142492354
0.5,1.284271478652954,0.6209150552749634,0.9242610335350037,0.0003000000142492354
0.5460526347160339,1.147688388824463,0.5882353186607361,0.8785890340805054,0.0003000000142492354
0.5641447305679321,1.0345571041107178,0.6601307392120361,0.8293368816375732,0.0003000000142492354
0.6101973652839661,1.0042524337768555,0.5882353186607361,0.9217569231987,0.0003000000142492354
0.6019737124443054,0.9679418802261353,0.6601307392120361,0.8113017082214355,0.0003000000142492354
0.6578947305679321,0.8824453949928284,0.6993464231491089,0.7865689396858215,0.0003000000142492354
0.6677631735801697,0.8515911102294922,0.6797385811805725,0.7698032855987549,0.0003000000142492354
0.6677631735801697,0.8395838737487793,0.7254902124404907,0.7435349225997925,0.0003000000142492354
0.6924341917037964,0.7436779141426086,0.686274528503418,0.7655818462371826,0.0003000000142492354
0.6776315569877625,0.7820363640785217,0.7058823704719543,0.7626254558563232,0.0003000000142492354
0.7105262875556946,0.701688289642334,0.6797385811805725,0.7705801725387573,0.0003000000142492354
0.7532894611358643,0.6293898224830627,0.7254902124404907,0.7336136698722839,0.0001500000071246177
0.7483552694320679,0.622972309589386,0.7450980544090271,0.6993597745895386,0.0001500000071246177
0.7615131735801697,0.5835455656051636,0.7516340017318726,0.7089006900787354,0.0001500000071246177
0.7713815569877625,0.5690865516662598,0.7450980544090271,0.7053369879722595,0.0001500000071246177
0.7648026347160339,0.609903872013092,0.7385621070861816,0.7370243072509766,0.0001500000071246177
0.7417762875556946,0.6084585189819336,0.758169949054718,0.7087974548339844,7.500000356230885e-05
0.7598684430122375,0.6097836494445801,0.7647058963775635,0.6939658522605896,7.500000356230885e-05
0.7664473652839661,0.5766810178756714,0.758169949054718,0.6904765367507935,7.500000356230885e-05
0.7697368264198303,0.5941774249076843,0.7516340017318726,0.7022047638893127,7.500000356230885e-05
0.78125,0.5802426338195801,0.7712418437004089,0.6989341974258423,7.500000356230885e-05
0.7993420958518982,0.528640627861023,0.758169949054718,0.7187564969062805,7.500000356230885e-05
0.7730262875556946,0.5134021639823914,0.7647058963775635,0.7082629203796387,3.7500001781154424e-05
0.7927631735801697,0.48610013723373413,0.7647058963775635,0.7013324499130249,3.7500001781154424e-05
0.7927631735801697,0.5467306971549988,0.7712418437004089,0.6930503249168396,9.999999747378752e-06
0.7861841917037964,0.5687610507011414,0.7777777910232544,0.6865436434745789,9.999999747378752e-06
0.8075658082962036,0.5047723650932312,0.7777777910232544,0.6888133883476257,9.999999747378752e-06
0.7911184430122375,0.5430445075035095,0.7777777910232544,0.6914299726486206,9.999999747378752e-06
0.7828947305679321,0.5278231501579285,0.7777777910232544,0.687126100063324,9.999999747378752e-06
0.7763158082962036,0.5487951040267944,0.7777777910232544,0.6885553598403931,4.999999873689376e-06
0.8075658082962036,0.45978325605392456,0.7777777910232544,0.6904171109199524,4.999999873689376e-06
0.7911184430122375,0.5203102231025696,0.7777777910232544,0.6917307376861572,4.999999873689376e-06
