accuracy,loss,val_accuracy,val_loss,learning_rate
0.34046053886413574,1.5705407857894897,0.379084974527359,1.0847995281219482,0.0003000000142492354
0.34210526943206787,1.487454891204834,0.3660130798816681,1.0851294994354248,0.0003000000142492354
0.3930920958518982,1.3822482824325562,0.3921568691730499,1.0772517919540405,0.0003000000142492354
0.40296053886413574,1.338504433631897,0.46405228972435,1.0344486236572266,0.0003000000142492354
0.40625,1.3027639389038086,0.5424836874008179,0.9842128157615662,0.0003000000142492354
0.44736841320991516,1.179639458656311,0.529411792755127,0.9824687242507935,0.0003000000142492354
0.45394736528396606,1.1674392223358154,0.5555555820465088,0.9746583700180054,0.0003000000142492354
0.5361841917037964,1.0537525415420532,0.5882353186607361,0.891793966293335,0.0003000000142492354
0.5164473652839661,1.1354867219924927,0.6274510025978088,0.8620415925979614,0.0003000000142492354
0.5098684430122375,1.0423976182937622,0.6143791079521179,0.8264408707618713,0.0003000000142492354
0.4950657784938812,1.0786055326461792,0.6535947918891907,0.8007920980453491,0.0003000000142492354
0.5263158082962036,1.0195499658584595,0.673202633857727,0.7539314031600952,0.0003000000142492354
0.5526315569877625,0.9594467282295227,0.686274528503418,0.7365046143531799,0.0003000000142492354
0.5657894611358643,0.950710117816925,0.6797385811805725,0.7328827381134033,0.0003000000142492354
0.6003289222717285,0.8887893557548523,0.6601307392120361,0.7202195525169373,0.0003000000142492354
0.6332237124443054,0.8465090394020081,0.673202633857727,0.7137110233306885,0.0003000000142492354
0.6332237124443054,0.8296345472335815,0.6797385811805725,0.7043939828872681,0.0003000000142492354
0.6513158082962036,0.7811809182167053,0.6535947918891907,0.7297368049621582,0.0003000000142492354
0.6217105388641357,0.8007084727287292,0.673202633857727,0.6712814569473267,0.0003000000142492354
0.5559210777282715,0.9527510404586792,0.6797385811805725,0.726735532283783,9.999999747378752e-06
0.5625,0.9543364644050598,0.686274528503418,0.727260410785675,9.999999747378752e-06
0.6003289222717285,0.8951646685600281,0.6797385811805725,0.727277934551239,9.999999747378752e-06
0.5740131735801697,0.9226837158203125,0.686274528503418,0.7290924787521362,4.999999873689376e-06
0.5773026347160339,0.951837420463562,0.686274528503418,0.7308339476585388,4.999999873689376e-06
0.5657894611358643,0.9265263080596924,0.686274528503418,0.7343539595603943,4.999999873689376e-06
