accuracy,loss,val_accuracy,val_loss,learning_rate
0.3881579041481018,1.6009162664413452,0.4313725531101227,1.0303088426589966,0.0003000000142492354
0.47039473056793213,1.2828632593154907,0.5686274766921997,0.954764187335968,0.0003000000142492354
0.5427631735801697,1.1644634008407593,0.6601307392120361,0.8818438053131104,0.0003000000142492354
0.5427631735801697,1.068383812904358,0.6339869499206543,0.8409102559089661,0.0003000000142492354
0.5789473652839661,0.9971912503242493,0.6797385811805725,0.8005003333091736,0.0003000000142492354
0.5888158082962036,0.974959135055542,0.6797385811805725,0.7742567658424377,0.0003000000142492354
0.6365131735801697,0.8475765585899353,0.6666666865348816,0.7686068415641785,0.0003000000142492354
0.6595394611358643,0.7989652752876282,0.6601307392120361,0.7461560964584351,0.0003000000142492354
0.6858552694320679,0.7774748802185059,0.6666666865348816,0.7151591777801514,0.0003000000142492354
0.6891447305679321,0.7459273934364319,0.7058823704719543,0.6871576905250549,0.0003000000142492354
0.7302631735801697,0.6644638180732727,0.6993464231491089,0.6630943417549133,0.0003000000142492354
0.7138158082962036,0.6819818615913391,0.7320261597633362,0.684846043586731,0.0003000000142492354
0.7417762875556946,0.6584399342536926,0.7320261597633362,0.6950828433036804,0.0003000000142492354
0.7450658082962036,0.5970715880393982,0.7254902124404907,0.6630094051361084,0.0003000000142492354
0.7713815569877625,0.5673690438270569,0.7189542651176453,0.6657105684280396,0.0001500000071246177
0.7565789222717285,0.6049833297729492,0.6928104758262634,0.674288809299469,0.0001500000071246177
0.7796052694320679,0.5646517276763916,0.7124183177947998,0.6741739511489868,0.0001500000071246177
0.8174341917037964,0.4630953073501587,0.7189542651176453,0.6695365309715271,7.500000356230885e-05
0.7746710777282715,0.6038222312927246,0.7254902124404907,0.6871833801269531,9.999999747378752e-06
0.7154605388641357,0.6688246726989746,0.7189542651176453,0.6833789944648743,9.999999747378752e-06
0.7582237124443054,0.6105138659477234,0.7124183177947998,0.6841244697570801,9.999999747378752e-06
0.7598684430122375,0.6245194673538208,0.7058823704719543,0.688365638256073,4.999999873689376e-06
0.7335526347160339,0.6076571941375732,0.7058823704719543,0.6906116604804993,4.999999873689376e-06
0.7615131735801697,0.6096275448799133,0.7058823704719543,0.6925954222679138,4.999999873689376e-06
