accuracy,loss,val_accuracy,val_loss,learning_rate
0.37335526943206787,1.5588970184326172,0.3137255012989044,1.0894598960876465,0.0003000000142492354
0.36677631735801697,1.480843424797058,0.3137255012989044,1.1092047691345215,0.0003000000142492354
0.37335526943206787,1.460883617401123,0.41830065846443176,1.0593806505203247,0.0003000000142492354
0.3947368562221527,1.3708219528198242,0.46405228972435,1.0024579763412476,0.0003000000142492354
0.4325657784938812,1.3110466003417969,0.5686274766921997,0.946646511554718,0.0003000000142492354
0.44572368264198303,1.3125221729278564,0.6209150552749634,0.9072979688644409,0.0003000000142492354
0.49177631735801697,1.1522225141525269,0.6209150552749634,0.857776939868927,0.0003000000142492354
0.5394737124443054,1.093265414237976,0.6274510025978088,0.8249942660331726,0.0003000000142492354
0.5822368264198303,0.9983718395233154,0.6143791079521179,0.7940399050712585,0.0003000000142492354
0.5674341917037964,0.945534884929657,0.601307213306427,0.7878829836845398,0.0003000000142492354
0.5690789222717285,0.9876832365989685,0.6405228972434998,0.8019400238990784,0.0003000000142492354
0.5805920958518982,0.9221204519271851,0.6274510025978088,0.7784594893455505,0.0003000000142492354
0.6003289222717285,0.9169805645942688,0.6535947918891907,0.7429710030555725,0.0003000000142492354
0.5871710777282715,0.8927164673805237,0.6470588445663452,0.7304683923721313,0.0003000000142492354
0.6381579041481018,0.8491331338882446,0.6601307392120361,0.7350821495056152,0.0003000000142492354
0.6332237124443054,0.8317821621894836,0.6993464231491089,0.7093285918235779,0.0003000000142492354
0.6694079041481018,0.7794726490974426,0.6993464231491089,0.7033829092979431,0.0003000000142492354
0.6661184430122375,0.7911784648895264,0.686274528503418,0.7229914665222168,0.0003000000142492354
0.6726973652839661,0.7842748761177063,0.686274528503418,0.7378842830657959,0.0003000000142492354
0.6776315569877625,0.7359108924865723,0.6601307392120361,0.738701581954956,0.0003000000142492354
0.6940789222717285,0.7436413168907166,0.6797385811805725,0.7086127996444702,0.0001500000071246177
0.6940789222717285,0.6700658798217773,0.6928104758262634,0.6856169104576111,0.0001500000071246177
0.6513158082962036,0.7607560157775879,0.686274528503418,0.7044551372528076,9.999999747378752e-06
0.6529605388641357,0.8275496959686279,0.6928104758262634,0.7048378586769104,9.999999747378752e-06
0.6299341917037964,0.8255667090415955,0.6797385811805725,0.7096882462501526,9.999999747378752e-06
0.6611841917037964,0.7543377876281738,0.686274528503418,0.7111678719520569,4.999999873689376e-06
0.6463815569877625,0.8397605419158936,0.6797385811805725,0.7104090452194214,4.999999873689376e-06
0.6381579041481018,0.8512811064720154,0.673202633857727,0.7133941650390625,4.999999873689376e-06
