image_path,leaf_label,N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,NDVI_Mean,NDVI_Std,NDRE_Mean,NDRE_Std,crop_health
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\Brinjal Plant !!!.jpg,Healthy,11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,13.617083412408157,3,9.313099372779435,8.312904500697812,366.80669690745,9.218050237827851,6,5.78881231493316,3.259690907889623,107.027406624033,2,26.966940784868417,3,74.15920454286797,2.9874734314720066,0.1156567940639901,0.2056236129515778,0.0556674268444078,0.1825078192829755,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0004.jpg,Healthy,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,20.64717442786585,3,7.020558825761817,16.95137583935374,357.4229701866576,8.955251938936522,1,13.301019792094548,78.83700795458655,135.84359887193932,2,42.027669326339925,3,65.27968116971184,2.3332934790040865,0.2587702011005153,0.2462995326646494,0.0950281639118361,0.2354249306057356,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0008.jpg,Healthy,14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,22.70373097856308,2,11.277909607976037,2.40077637969018,377.1429785845643,9.446816909302862,1,12.13034679726718,49.4791239109173,189.4695040897273,3,0.6069531234466463,3,83.68687215004906,4.266625817700119,0.2704736251939677,0.2493630118727416,0.1316149149195679,0.2329566673373792,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0010.jpg,Healthy,17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,29.59891522667612,3,6.881596136998308,5.829400501126997,396.7110919595346,4.747525614127909,4,8.556008376552274,3.3658861848583688,183.56553503648823,1,25.52351568110463,2,55.23343305698195,3.971081543496998,0.2557328745175416,0.2640159299519048,0.1297730635455898,0.2362678608317673,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0020.jpg,Healthy,42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,11.114582318756035,2,5.837217962483831,11.389073514300998,395.2662198464169,4.670532084776915,4,14.067756854706236,17.707709113916504,53.69999432609255,2,23.43365999859892,1,96.75594181928476,4.412940503819076,0.2510437944074032,0.2396628380683336,0.1009937459209953,0.2252502164866279,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0022.jpg,Healthy,30,143,199,23.76881552,90.59810302,5.7983508,102.2648546,12.078995269273094,3,5.36518580284117,14.45362947753797,374.4447056460166,1.286929694763968,6,19.747971755547184,69.81154264110334,164.8600279221189,3,14.03033476838912,3,46.7770812954997,4.478685780045687,0.229544050912481,0.2405137897899892,0.1440477038058586,0.2058136743823639,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG-20260325-WA0028.jpg,Healthy,0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,16.15189052261151,1,7.25953424692906,9.920568708081433,382.8159231677604,2.721206886248256,5,19.72209528664425,66.70104494797708,180.78760129111865,2,3.5504123429854872,1,99.3411806677498,1.5630711405574722,0.1896986295113412,0.2627679911307793,0.0912000755218301,0.2169741923817529,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183048.jpg,Healthy,55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,25.06094807513915,2,10.62770979144067,7.663871227056315,409.055467938469,6.003239505117515,4,9.90236847942932,17.370140302455006,156.08010202144814,2,13.469121041077544,2,95.79365135392923,4.84773923508363,0.0262155449077294,0.1919721506224202,-0.018864395536896,0.1568379110146954,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183359.jpg,Healthy,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,24.11837034334575,3,7.102052572222014,0.5626128041366352,430.9584213685999,8.345998421077478,6,9.078079062885616,52.15080048409772,139.96582279338912,1,22.076318465169432,1,26.803205066648,2.608225250711364,0.3541961519299905,0.2242827254676467,0.2029977269366428,0.2175530067916621,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_20260222_183743.jpg,Healthy,80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,12.025555160607496,3,11.502773055482097,18.3362417244968,429.6499234756257,9.12541851147823,2,19.04888314690641,9.732517356502036,191.9222335308865,1,20.86266450103737,3,3.1224825676689494,3.591886705824868,0.2228420720237106,0.1860162670663663,0.1353412628267272,0.1560960921993875,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8752.jpg,Healthy,24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,26.113409078104365,3,5.621583404334913,16.669208892696112,379.08411221752937,6.984264351462168,3,17.074309034166177,9.285506758817776,150.12815322700828,1,27.90621993963222,3,15.502632603083022,3.0578455868655303,0.1888089508254469,0.1821024141150078,0.1270084255358297,0.1730777327506774,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8887.jpg,Healthy,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,17.847875103559108,1,5.606756913903757,6.503058374370316,423.6303973199391,7.098344554741495,2,11.783802400828565,17.83712989970797,73.98434354427917,1,46.22534285362784,2,90.85330432584584,3.788237438066084,0.1647878396996178,0.2470896998851705,0.0559796976397417,0.2064885365761578,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8888.jpg,Healthy,18,125,203,22.44307715,91.59234006,6.160267496,102.5565807,26.033503023353923,3,5.535032968970341,3.0752172523507526,392.2084427211176,4.049705621882335,2,6.097864783254899,47.6643685600168,185.20976571402213,3,37.80246307201909,1,13.409580698445687,1.7679611069396648,0.2447768144506669,0.2481279098017598,0.1101090478398456,0.2340463749985691,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\IMG_8890.jpg,Healthy,23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,27.05509317878045,3,11.878308835344855,2.815813462829515,416.79872503934456,3.5492663410517467,6,9.493220478777127,33.115625927157,59.70228819804632,3,38.376003590536605,3,10.03302386589996,3.307460131083072,0.2798559329483415,0.2404500481752604,0.1727346032296613,0.2279523065289345,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\Little white eggplant has big leaves_.jpg,Healthy,121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,28.914272623918485,1,7.931491404456913,1.0831561350996188,414.5398333736644,7.9765460438031965,4,12.862438027581144,93.42653644843072,59.97389337799559,3,40.8434161056684,1,67.05678364391477,4.855826023576963,0.2560103776977602,0.2401027672046924,0.1232370839366175,0.231265954356447,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.10 AM.jpeg,Healthy,33,23,45,20.00218987,85.83618191,7.116538883,112.337046,28.83400218978235,3,11.378909982042412,18.742899809578304,405.89842378246186,5.599919189589377,1,14.536901818208296,24.445940854869875,77.79460668512309,2,10.76132110859755,1,44.505996897925485,4.330322544034911,0.2330809849463707,0.2638559957925448,0.0605912922500093,0.2414275863479965,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Healthy_brinjal\WhatsApp Image 2026-03-31 at 10.56.33 AM (1).jpeg,Healthy,8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,24.43952238826997,2,8.993371822317629,5.693625193255554,350.1129099284737,9.479764546641643,4,17.32232250193894,20.11965630041336,52.96484560113024,3,8.651581224393556,1,95.33081102689184,3.183705727232052,-0.1584452286848346,0.1725793484284205,-0.3024683695484409,0.1361562597649335,Healthy
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora13.png,Cercospora,89,91,55,25.08347445,80.261731,6.275572298,94.32961456,19.839832895229613,1,10.95310827300801,15.301841934099446,380.8661048749861,1.413298621923211,1,9.040540649593346,61.514992963163614,177.5520904594253,3,2.75202209842233,3,94.9865095839756,4.086551780180214,0.3089701373329916,0.2449624670841136,0.1812037378173581,0.2234614513867075,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora14.png,Cercospora,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,27.280009662050613,2,8.145861163325478,16.12653639295363,361.8935983115696,1.2612962159319565,2,17.997585864689952,20.90282928731833,146.76750770069083,3,37.10629113887449,1,22.596087517644225,1.6268254069890529,0.2188437778472488,0.2063325243038297,0.1300130933028308,0.177674427916176,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora18.png,Cercospora,1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,16.82892056563115,3,7.869854686964746,6.960873360697624,368.48532778182687,3.300031143922392,4,16.226513427836117,15.74260257996899,79.52362590478475,3,8.179879735331468,3,93.01664336616857,4.858995155757364,0.1098579175989218,0.1938677018558514,0.0264283273523151,0.1640345053857025,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora21.png,Cercospora,91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,13.53062773626413,3,5.8303837928129045,0.7098699023932831,417.3830129356597,9.486207446286786,1,9.064528156230402,26.318748624131207,106.4400803141661,3,49.7999586356249,2,66.73347194425764,4.0594028089210346,0.1224027948746228,0.1807391846185329,0.1058905565544218,0.1495139545635362,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora22.png,Cercospora,37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,10.783959311288562,3,6.699745250130075,15.849165893429504,380.7558763974026,5.694371470707981,4,15.45580205149215,95.34139445636002,89.17570909603396,3,16.09283478874064,2,96.91403704874678,1.597657975646214,0.3410463720405699,0.230250159543514,0.1473552699228697,0.2315287262301106,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\cercospora23.png,Cercospora,76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,26.664930509052184,1,5.263525883776876,17.44817398431784,416.7253694620193,1.8445663680715207,4,11.12617812642248,22.36745214112261,116.41522335611764,3,26.63894046543474,2,41.91785585791475,2.154479839742195,0.2408681720142856,0.2439769244527121,0.1370431233801596,0.2094020755892864,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\IMG_8793.jpg,Cercospora,96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,16.849234899690444,1,8.837008119081315,3.323558859844724,394.9634588682946,3.4318479194479736,4,15.281466133607982,32.91850237563174,185.7428817132948,2,29.53262229675718,3,2.648883649212097,4.944745176741174,0.2684385621491004,0.1453727636755912,0.1411981911734598,0.1410657746090677,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\no(17).jpg,Cercospora,1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,28.64394564828418,1,6.33286251838077,2.3240261152923014,435.1973475036425,4.066302104353758,2,11.192610803061935,43.29270424757342,153.4998724982956,2,31.21216102332393,3,7.751729397669282,2.189608036522272,0.282525961070738,0.2352376342952635,0.1217911523325992,0.2264963251412972,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Cercospora\no(19).jpg,Cercospora,2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,10.188538529844916,1,9.333151503509018,9.638197433384985,381.72369348023176,1.4416871933951954,1,17.816396140708523,52.624550258489975,141.78113696913422,3,4.85770616327591,3,11.87071216461797,1.6979442528415398,0.2353515183612222,0.1738256971600038,0.1800627644596147,0.1587579343829829,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\leaf spor.jpg,Early_Leaf_spot,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,26.038360544951527,2,8.069194135841734,14.68859661918306,398.2563054665093,9.3520986282443,3,17.64626014503473,4.342274444716232,167.21439823918263,1,48.26408267157923,1,7.083514310218897,3.927596153401768,0.1430175762516661,0.1800497282773631,0.0334165232615572,0.1572763763367763,High_Risk
D:\Download1\Multi_Crop_Leaves_Disease\Multi_Crop_Leaves_Disease\Brinjal\Unhealthy_brinjal\Early_Leaf_spot\no(1).jpg,Early_Leaf_spot,40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,21.39328988700335,1,8.711074061499891,4.518362357829813,410.6515834598084,1.220154370379202,4,9.362445434811187,43.869084369758326,175.70639527144527,2,30.447488064278883,1,22.997895059095384,2.147489768866198,0.3415415726563713,0.244512235959752,0.1709606309786425,0.2213734316873143,High_Risk
