N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,label
1.0687973987858208,-0.34455074861946233,-0.10168750234285244,-0.9355869259076098,0.47266645756791276,0.04330173434266078,1.8103605001948384,1.6046321826095704,0.010634892700354339,0.05340152679530543,-0.010642462878159996,1.264516521137377,-0.9000101675753956,0.285709975971706,-0.13989212503753637,0.2685825371246772,1.4315024990328615,-1.2207253003490393,-1.5206869045701876,1.2272966955171893,1.5869501333444778,-1.5771546064150503,20
0.9333288740624319,0.14061551873812936,-0.1411847666709378,-0.7596460261263331,0.3970512469186057,0.7348725609169426,2.242057909538095,-1.260306861518917,1.2420435211624474,-1.4089164208662734,0.32715200299752595,0.06344243942037843,-1.2760124198925558,0.285709975971706,1.0362211322299668,0.8617160729288666,-1.2600906137508212,-1.2207253003490393,-1.3833094618395754,-0.004479185020135482,0.9435545834568718,-1.086203850951168,20
0.25598625044548734,0.049646843608580925,-0.08193887017880977,-0.5158981414813986,0.48695381219886713,1.7715104653431997,2.921066034515692,1.5904496343832675,0.010634892700354339,0.65266034459507,-0.19512756817618504,-1.4848290530226662,-1.5321059655497946,-1.4815682259151355,0.07202007877156073,-1.6903248409633445,1.5183157717510083,-1.2207253003490393,0.3877728701959047,-0.004479185020135482,-1.1238431823005028,0.039734672295927115,20
0.6352981196709763,-0.5568109905884087,-0.16093339883498045,0.1728070378828599,0.38980549267194176,0.6603076780225089,2.5370480328062364,1.0455668731070498,1.2420435211624474,-0.2736091517034754,-0.3847046712304356,-1.2641471857271256,1.1242190870523774,-1.4815682259151355,-0.34460441127829894,-0.8919322146499361,-1.609129113909673,1.2218355552834177,-0.9600065246153628,1.2272966955171893,1.1378940013771646,-1.5068992892072834,20
0.7436729394496874,-0.34455074861946233,-0.12143613450689511,-1.08364706156879,0.4547916289680062,1.497867775359342,2.8983726728997685,1.3957676050793975,0.010634892700354339,-0.22516957266106763,1.584806071853397,0.37653612882028026,-0.10111207760356865,-0.3033827579905745,0.3509705281262686,-0.38224726083803373,1.3641099724747896,0.0005551274671892323,1.5419231724944353,1.2272966955171893,-0.8692632231067,-0.36124728623975966,20
0.4998295949475874,-0.4961652071687097,-0.12143613450689511,-0.505312751519144,0.5340972847724778,0.7805676872837718,2.6861213233058905,0.5976323574642504,1.2420435211624474,1.1521970000029405,-1.2970499587400393,1.0225112137274361,0.18920824791679575,0.8748027099339865,0.2638219013711584,1.1157530577125192,0.23149464526307342,1.2218355552834177,1.1953798940340041,1.2272966955171893,-0.24072238306652735,-1.085375341482528,20
0.4998295949475874,0.049646843608580925,-0.20043066316306582,-0.5742913207054149,0.5012695767796143,-0.9934251238189604,3.055027135535316,-0.8317264429602248,0.010634892700354339,0.07815710086845676,-0.9508833873570885,-0.04678178744032921,0.7387655536055838,-1.4815682259151355,0.26594827238973023,-0.03587546335379542,-0.10728467574578081,-1.2207253003490393,-1.5983308516565276,1.2272966955171893,-0.009999711501505663,0.1590744616189743,20
1.177172218564532,-0.010998939811118037,-0.16093339883498045,-1.0544982310358721,0.512711020611868,-0.9703928435753763,2.5208532056094395,0.11812933402853473,1.2420435211624474,1.0752154986356188,-0.6175578198382091,-0.6961939956908554,-1.6215216044016616,0.285709975971706,-0.8644622695889851,1.0483847562335435,1.6046460566941783,-1.2207253003490393,-0.7152376790015832,-1.2362550655574602,-1.1274200721694265,0.1661173005513318,20
1.041703693841143,0.019323951898731442,-0.20043066316306582,-0.21735150114280835,0.5415145284252704,0.2789829715630806,2.311047565493567,1.1203067317289839,0.010634892700354339,1.5156009403768034,-0.4987243429273812,1.6415172817254493,1.2884864551387716,-0.892475491952855,-0.25249617894331705,1.3857266032180329,-1.2030737775678253,1.2218355552834177,1.6072090542055115,1.2272966955171893,1.682401843375505,-1.280776367803002,20
0.4727358900029096,0.14061551873812936,-0.20043066316306582,-0.47253804719810333,0.5189620775395833,-0.1721803077983522,2.142936010711277,0.7281028602225885,1.2420435211624474,-1.0793066659589436,0.9106221668865098,-0.7822772467590834,-0.46989871168594594,-1.4815682259151355,-0.10695325490240573,-0.8070157445028816,-1.2181186747711807,-1.2207253003490393,1.435617925209532,-0.004479185020135482,0.45604804127852466,1.4012804752751926,20
1.0958911037304986,-0.010998939811118037,-0.16093339883498045,0.17994542468201027,0.4463754150700911,-1.4000591847601103,2.9329071753597935,0.053131310482929364,0.010634892700354339,-1.0694359118504526,1.4065386164642346,-0.0765030562876999,0.8525469867283053,-0.3033827579905745,1.7360124947082478,-0.2366956408030071,-0.8608157284772762,-1.2207253003490393,0.044195645158486244,1.2272966955171893,-1.7324121169188103,-1.3289876910072518,20
